"zcta5","county","cousubfp","cbsa","metdiv","cntyname","cousubnm","cbsaname","mdivname","zipname","pop10","afact"
"ZIP Census Tabulation Area","county","cousubfp","cbsa","metdiv","cntyname","County Subdivision Name","CBSA Name","Metro Div Name","zipname","Total Pop, 2010 census","zcta5 to metdiv alloc factor"
"63126","29189","28792","41180"," ","St. Louis MO","Gravois township","St. Louis, MO-IL"," ","Crestwood, MO",12510,0.828 
"63126","29189","36962","41180"," ","St. Louis MO","Jefferson township","St. Louis, MO-IL"," ","Crestwood, MO",13,0.001 
"63127","29189","07066","41180"," ","St. Louis MO","Bonhomme township","St. Louis, MO-IL"," ","Sunset Hills, MO",476,0.096 
"63127","29189","16048","41180"," ","St. Louis MO","Concord township","St. Louis, MO-IL"," ","Sunset Hills, MO",14,0.003 
"63127","29189","28792","41180"," ","St. Louis MO","Gravois township","St. Louis, MO-IL"," ","Sunset Hills, MO",2577,0.522 
"63127","29189","72794","41180"," ","St. Louis MO","Tesson Ferry township","St. Louis, MO-IL"," ","Sunset Hills, MO",1872,0.379 
"63128","29189","16048","41180"," ","St. Louis MO","Concord township","St. Louis, MO-IL"," ","Concord, MO",7166,0.244 
"63128","29189","41456","41180"," ","St. Louis MO","Lemay township","St. Louis, MO-IL"," ","Concord, MO",128,0.004 
"63128","29189","72794","41180"," ","St. Louis MO","Tesson Ferry township","St. Louis, MO-IL"," ","Concord, MO",22062,0.752 
"63129","29189","41456","41180"," ","St. Louis MO","Lemay township","St. Louis, MO-IL"," ","Oakville, MO",1279,0.024 
"63129","29189","53880","41180"," ","St. Louis MO","Oakville township","St. Louis, MO-IL"," ","Oakville, MO",36828,0.699 
"63129","29189","72794","41180"," ","St. Louis MO","Tesson Ferry township","St. Louis, MO-IL"," ","Oakville, MO",14611,0.277 
"63130","29189","14590","41180"," ","St. Louis MO","Clayton township","St. Louis, MO-IL"," ","University City, MO",1602,0.053 
"63130","29189","29818","41180"," ","St. Louis MO","Hadley township","St. Louis, MO-IL"," ","University City, MO",9624,0.32 
"63130","29189","47918","41180"," ","St. Louis MO","Midland township","St. Louis, MO-IL"," ","University City, MO",536,0.018 
"63130","29189","75210","41180"," ","St. Louis MO","University township","St. Louis, MO-IL"," ","University City, MO",17957,0.597 
"63130","29510","65000","41180"," ","St. Louis city MO","St. Louis city","St. Louis, MO-IL"," ","University City, MO",365,0.012 
"63131","29189","14590","41180"," ","St. Louis MO","Clayton township","St. Louis, MO-IL"," ","Des Peres, MO",342,0.02 
"63131","29189","48989","41180"," ","St. Louis MO","Missouri River township","St. Louis, MO-IL"," ","Des Peres, MO",16427,0.98 
"63132","29189","17290","41180"," ","St. Louis MO","Creve Coeur township","St. Louis, MO-IL"," ","Olivette, MO",9151,0.654 
"63132","29189","47918","41180"," ","St. Louis MO","Midland township","St. Louis, MO-IL"," ","Olivette, MO",173,0.012 
"63132","29189","75210","41180"," ","St. Louis MO","University township","St. Louis, MO-IL"," ","Olivette, MO",4664,0.333 
"63133","29189","47918","41180"," ","St. Louis MO","Midland township","St. Louis, MO-IL"," ","Pagedale, MO",185,0.023 
"63133","29189","52814","41180"," ","St. Louis MO","Normandy township","St. Louis, MO-IL"," ","Pagedale, MO",445,0.055 
"63133","29189","75210","41180"," ","St. Louis MO","University township","St. Louis, MO-IL"," ","Pagedale, MO",7386,0.905 
"63133","29510","65000","41180"," ","St. Louis city MO","St. Louis city","St. Louis, MO-IL"," ","Pagedale, MO",145,0.018 
"63134","29189","00406","41180"," ","St. Louis MO","Airport township","St. Louis, MO-IL"," ","Berkeley, MO",9870,0.724 
"63134","29189","53448","41180"," ","St. Louis MO","Norwood township","St. Louis, MO-IL"," ","Berkeley, MO",3768,0.276 
"63135","29189","24004","41180"," ","St. Louis MO","Ferguson township","St. Louis, MO-IL"," ","Ferguson, MO",12334,0.578 
"63135","29189","52814","41180"," ","St. Louis MO","Normandy township","St. Louis, MO-IL"," ","Ferguson, MO",405,0.019 
"63135","29189","53448","41180"," ","St. Louis MO","Norwood township","St. Louis, MO-IL"," ","Ferguson, MO",8595,0.403 
"63136","29189","24004","41180"," ","St. Louis MO","Ferguson township","St. Louis, MO-IL"," ","Jennings, MO",10173,0.209 
"63136","29189","52814","41180"," ","St. Louis MO","Normandy township","St. Louis, MO-IL"," ","Jennings, MO",7592,0.156 
"63136","29189","53448","41180"," ","St. Louis MO","Norwood township","St. Louis, MO-IL"," ","Jennings, MO",20627,0.425 
"63136","29189","64208","41180"," ","St. Louis MO","St. Ferdinand township","St. Louis, MO-IL"," ","Jennings, MO",6657,0.137 
"63136","29189","69284","41180"," ","St. Louis MO","Spanish Lake township","St. Louis, MO-IL"," ","Jennings, MO",117,0.002 
"63136","29510","65000","41180"," ","St. Louis city MO","St. Louis city","St. Louis, MO-IL"," ","Jennings, MO",3394,0.07 
"63137","29189","53448","41180"," ","St. Louis MO","Norwood township","St. Louis, MO-IL"," ","Bellefontaine Neighbors, MO",390,0.019 
"63137","29189","64208","41180"," ","St. Louis MO","St. Ferdinand township","St. Louis, MO-IL"," ","Bellefontaine Neighbors, MO",19159,0.928 
"63137","29510","65000","41180"," ","St. Louis city MO","St. Louis city","St. Louis, MO-IL"," ","Bellefontaine Neighbors, MO",1105,0.054 
"63138","29189","64208","41180"," ","St. Louis MO","St. Ferdinand township","St. Louis, MO-IL"," ","Spanish Lake, MO",8216,0.407 
"63138","29189","69284","41180"," ","St. Louis MO","Spanish Lake township","St. Louis, MO-IL"," ","Spanish Lake, MO",11959,0.593 
"63139","29510","65000","41180"," ","St. Louis city MO","St. Louis city","St. Louis, MO-IL"," ","St. Louis, MO",22789,1 
"63140","29189","53448","41180"," ","St. Louis MO","Norwood township","St. Louis, MO-IL"," ","Kinloch, MO",294,1 
"63141","29189","14590","41180"," ","St. Louis MO","Clayton township","St. Louis, MO-IL"," ","Creve Coeur, MO",40,0.002 
"63141","29189","17290","41180"," ","St. Louis MO","Creve Coeur township","St. Louis, MO-IL"," ","Creve Coeur, MO",11392,0.553 
"63141","29189","46590","41180"," ","St. Louis MO","Maryland Heights township","St. Louis, MO-IL"," ","Creve Coeur, MO",4058,0.197 
"63141","29189","48989","41180"," ","St. Louis MO","Missouri River township","St. Louis, MO-IL"," ","Creve Coeur, MO",5103,0.248 
"63143","29189","29818","41180"," ","St. Louis MO","Hadley township","St. Louis, MO-IL"," ","Maplewood, MO",8016,0.828 
"63143","29510","65000","41180"," ","St. Louis city MO","St. Louis city","St. Louis, MO-IL"," ","Maplewood, MO",1662,0.172 
"63144","29189","14590","41180"," ","St. Louis MO","Clayton township","St. Louis, MO-IL"," ","Brentwood, MO",8818,0.999 
"63144","29189","29818","41180"," ","St. Louis MO","Hadley township","St. Louis, MO-IL"," ","Brentwood, MO",7,0.001 
"63146","29189","17290","41180"," ","St. Louis MO","Creve Coeur township","St. Louis, MO-IL"," ","Saint Louis, MO",15986,0.546 
"63146","29189","46590","41180"," ","St. Louis MO","Maryland Heights township","St. Louis, MO-IL"," ","Saint Louis, MO",13274,0.454 
"63146","29189","47918","41180"," ","St. Louis MO","Midland township","St. Louis, MO-IL"," ","Saint Louis, MO",2,0 
"63147","29510","65000","41180"," ","St. Louis city MO","St. Louis city","St. Louis, MO-IL"," ","St. Louis, MO",11373,1 
"63301","29183","26120","41180"," ","St. Charles MO","Frontier township","St. Louis, MO-IL"," ","St. Charles, MO",5778,0.119 
"63301","29183","43026","41180"," ","St. Charles MO","Lindenwood township","St. Louis, MO-IL"," ","St. Charles, MO",19602,0.404 
"63301","29183","62112","41180"," ","St. Charles MO","Rivers township","St. Louis, MO-IL"," ","St. Charles, MO",20521,0.423 
"63301","29183","81555","41180"," ","St. Charles MO","Zumbehl township","St. Louis, MO-IL"," ","St. Charles, MO",2613,0.054 
"63303","29183","26120","41180"," ","St. Charles MO","Frontier township","St. Louis, MO-IL"," ","St. Charles, MO",21072,0.46 
"63303","29183","30812","41180"," ","St. Charles MO","Harvester township","St. Louis, MO-IL"," ","St. Charles, MO",8547,0.186 
"63303","29183","69434","41180"," ","St. Charles MO","Spencer Creek township","St. Louis, MO-IL"," ","St. Charles, MO",390,0.009 
"63303","29183","81555","41180"," ","St. Charles MO","Zumbehl township","St. Louis, MO-IL"," ","St. Charles, MO",15825,0.345 
"63304","29183","07232","41180"," ","St. Charles MO","Boone township","St. Louis, MO-IL"," ","Saint Charles, MO",92,0.002 
"63304","29183","16681","41180"," ","St. Charles MO","Cottleville township","St. Louis, MO-IL"," ","Saint Charles, MO",19443,0.482 
"63304","29183","18244","41180"," ","St. Charles MO","Dardenne township","St. Louis, MO-IL"," ","Saint Charles, MO",3165,0.078 
"63304","29183","30812","41180"," ","St. Charles MO","Harvester township","St. Louis, MO-IL"," ","Saint Charles, MO",12026,0.298 
"63304","29183","65130","41180"," ","St. Charles MO","St. Peters township","St. Louis, MO-IL"," ","Saint Charles, MO",4291,0.106 
"63304","29183","78316","41180"," ","St. Charles MO","Weldon Spring township","St. Louis, MO-IL"," ","Saint Charles, MO",1319,0.033 
"63330","29163","10594"," "," ","Pike MO","Calumet township"," "," ","Annada, MO",125,1 
"63332","29183","07232","41180"," ","St. Charles MO","Boone township","St. Louis, MO-IL"," ","Augusta, MO",1292,1 
"63333","29113","59582","41180"," ","Lincoln MO","Prairie township","St. Louis, MO-IL"," ","Bellflower, MO",11,0.014 
"63333","29139","03754"," "," ","Montgomery MO","Bear Creek township"," "," ","Bellflower, MO",555,0.709 
"63333","29139","59618"," "," ","Montgomery MO","Prairie township"," "," ","Bellflower, MO",217,0.277 
"63334","29113","77884","41180"," ","Lincoln MO","Waverly township","St. Louis, MO-IL"," ","Bowling Green, MO",82,0.01 
"63334","29163","02278"," "," ","Pike MO","Ashley township"," "," ","Bowling Green, MO",487,0.057 
"63334","29163","09604"," "," ","Pike MO","Buffalo township"," "," ","Bowling Green, MO",567,0.066 
"63334","29163","17704"," "," ","Pike MO","Cuivre township"," "," ","Bowling Green, MO",7194,0.84 
"63334","29163","30682"," "," ","Pike MO","Hartford township"," "," ","Bowling Green, MO",72,0.008 
"63334","29163","35090"," "," ","Pike MO","Indian township"," "," ","Bowling Green, MO",100,0.012 
"63334","29163","56972"," "," ","Pike MO","Peno township"," "," ","Bowling Green, MO",9,0.001 
"63334","29163","59780"," "," ","Pike MO","Prairieville township"," "," ","Bowling Green, MO",2,0 
"63334","29163","69392"," "," ","Pike MO","Spencer township"," "," ","Bowling Green, MO",56,0.007 
"63336","29163","09604"," "," ","Pike MO","Buffalo township"," "," ","Clarksville, MO",93,0.081 
"63336","29163","10594"," "," ","Pike MO","Calumet township"," "," ","Clarksville, MO",1026,0.895 
"63336","29163","59780"," "," ","Pike MO","Prairieville township"," "," ","Clarksville, MO",27,0.024 
"63339","29163","35090"," "," ","Pike MO","Indian township"," "," ","Curryville, MO",530,0.463 
"63339","29163","69392"," "," ","Pike MO","Spencer township"," "," ","Curryville, MO",615,0.537 
"63341","29183","07232","41180"," ","St. Charles MO","Boone township","St. Louis, MO-IL"," ","Defiance, MO",3530,1 
"63343","29113","09928","41180"," ","Lincoln MO","Burr Oak township","St. Louis, MO-IL"," ","Elsberry, MO",199,0.044 
"63343","29113","34030","41180"," ","Lincoln MO","Hurricane township","St. Louis, MO-IL"," ","Elsberry, MO",4003,0.881 
"63343","29113","68492","41180"," ","Lincoln MO","Snow Hill township","St. Louis, MO-IL"," ","Elsberry, MO",218,0.048 
"63343","29113","74770","41180"," ","Lincoln MO","Union township","St. Louis, MO-IL"," ","Elsberry, MO",78,0.017 
"63343","29163","10594"," "," ","Pike MO","Calumet township"," "," ","Elsberry, MO",48,0.011 
"63344","29113","34030","41180"," ","Lincoln MO","Hurricane township","St. Louis, MO-IL"," ","Eolia, MO",162,0.097 
"63344","29113","74770","41180"," ","Lincoln MO","Union township","St. Louis, MO-IL"," ","Eolia, MO",223,0.134 
"63344","29113","77884","41180"," ","Lincoln MO","Waverly township","St. Louis, MO-IL"," ","Eolia, MO",118,0.071 
"63344","29163","10594"," "," ","Pike MO","Calumet township"," "," ","Eolia, MO",121,0.073 
"63344","29163","17704"," "," ","Pike MO","Cuivre township"," "," ","Eolia, MO",26,0.016 
"63344","29163","59780"," "," ","Pike MO","Prairieville township"," "," ","Eolia, MO",1013,0.609 
"63345","29007","17686","33020"," ","Audrain MO","Cuivre township","Mexico, MO"," ","Farber, MO",393,1 
"63347","29113","09928","41180"," ","Lincoln MO","Burr Oak township","St. Louis, MO-IL"," ","Foley, MO",2140,0.695 
"63347","29113","68492","41180"," ","Lincoln MO","Snow Hill township","St. Louis, MO-IL"," ","Foley, MO",938,0.305 
"63348","29113","14050","41180"," ","Lincoln MO","Clark township","St. Louis, MO-IL"," ","Foristell, MO",284,0.047 
"63348","29183","07232","41180"," ","St. Charles MO","Boone township","St. Louis, MO-IL"," ","Foristell, MO",2001,0.33 
"63348","29183","78448","41180"," ","St. Charles MO","Wentzville township","St. Louis, MO-IL"," ","Foristell, MO",1979,0.327 
"63348","29219","31888","41180"," ","Warren MO","Hickory Grove township","St. Louis, MO-IL"," ","Foristell, MO",1795,0.296 
"63349","29113","31042","41180"," ","Lincoln MO","Hawk Point township","St. Louis, MO-IL"," ","Hawk Point, MO",1722,0.89 
"63349","29113","59582","41180"," ","Lincoln MO","Prairie township","St. Louis, MO-IL"," ","Hawk Point, MO",167,0.086 
"63349","29219","10954","41180"," ","Warren MO","Camp Branch township","St. Louis, MO-IL"," ","Hawk Point, MO",45,0.023 
"63350","29139","03754"," "," ","Montgomery MO","Bear Creek township"," "," ","High Hill, MO",562,1 
"63351","29139","03754"," "," ","Montgomery MO","Bear Creek township"," "," ","Jonesburg, MO",1201,0.679 
"63351","29219","08362","41180"," ","Warren MO","Bridgeport township","St. Louis, MO-IL"," ","Jonesburg, MO",417,0.236 
"63351","29219","10954","41180"," ","Warren MO","Camp Branch township","St. Louis, MO-IL"," ","Jonesburg, MO",114,0.064 
"63351","29219","53024","41180"," ","Warren MO","North Elkhorn township","St. Louis, MO-IL"," ","Jonesburg, MO",36,0.02 
"63352","29007","17686","33020"," ","Audrain MO","Cuivre township","Mexico, MO"," ","Laddonia, MO",51,0.047 
"63352","29007","43148","33020"," ","Audrain MO","Linn township","Mexico, MO"," ","Laddonia, MO",259,0.24 
"63352","29007","59474","33020"," ","Audrain MO","Prairie township","Mexico, MO"," ","Laddonia, MO",712,0.66 
"63352","29173","36566","25300"," ","Ralls MO","Jasper township","Hannibal, MO"," ","Laddonia, MO",9,0.008 
"63352","29173","65612","25300"," ","Ralls MO","Salt River township","Hannibal, MO"," ","Laddonia, MO",47,0.044 
"63353","29163","09604"," "," ","Pike MO","Buffalo township"," "," ","Louisiana, MO",4516,0.983 
"63353","29163","17704"," "," ","Pike MO","Cuivre township"," "," ","Louisiana, MO",33,0.007 
"63353","29163","56972"," "," ","Pike MO","Peno township"," "," ","Louisiana, MO",18,0.004 
"63353","29163","65594"," "," ","Pike MO","Salt River township"," "," ","Louisiana, MO",26,0.006 
"63357","29183","07232","41180"," ","St. Charles MO","Boone township","St. Louis, MO-IL"," ","Marthasville, MO",312,0.056 
"63357","29219","08362","41180"," ","Warren MO","Bridgeport township","St. Louis, MO-IL"," ","Marthasville, MO",32,0.006 
"63357","29219","13402","41180"," ","Warren MO","Charrette township","St. Louis, MO-IL"," ","Marthasville, MO",4804,0.868 
"63357","29219","31888","41180"," ","Warren MO","Hickory Grove township","St. Louis, MO-IL"," ","Marthasville, MO",155,0.028 
"63357","29219","57692","41180"," ","Warren MO","Pinckney township","St. Louis, MO-IL"," ","Marthasville, MO",231,0.042 
"63359","29007","17686","33020"," ","Audrain MO","Cuivre township","Mexico, MO"," ","Middletown, MO",52,0.04 
"63359","29113","52544","41180"," ","Lincoln MO","Nineveh township","St. Louis, MO-IL"," ","Middletown, MO",35,0.027 
"63359","29139","59618"," "," ","Montgomery MO","Prairie township"," "," ","Middletown, MO",628,0.485 
"63359","29139","75256"," "," ","Montgomery MO","Upper Loutre township"," "," ","Middletown, MO",7,0.005 
"63359","29163","02278"," "," ","Pike MO","Ashley township"," "," ","Middletown, MO",32,0.025 
"63359","29163","30682"," "," ","Pike MO","Hartford township"," "," ","Middletown, MO",461,0.356 
"63359","29163","35090"," "," ","Pike MO","Indian township"," "," ","Middletown, MO",81,0.063 
"63361","29027","52508","27620"," ","Callaway MO","Nine Mile Prairie township","Jefferson City, MO"," ","Montgomery City, MO",148,0.033 
"63361","29027","66962","27620"," ","Callaway MO","Shamrock township","Jefferson City, MO"," ","Montgomery City, MO",118,0.026 
"63361","29139","03754"," "," ","Montgomery MO","Bear Creek township"," "," ","Montgomery City, MO",33,0.007 
"63361","29139","18208"," "," ","Montgomery MO","Danville township"," "," ","Montgomery City, MO",622,0.137 
"63361","29139","49520"," "," ","Montgomery MO","Montgomery township"," "," ","Montgomery City, MO",3578,0.791 
"63361","29139","59618"," "," ","Montgomery MO","Prairie township"," "," ","Montgomery City, MO",2,0 
"63361","29139","75256"," "," ","Montgomery MO","Upper Loutre township"," "," ","Montgomery City, MO",24,0.005 
"63362","29113","03880","41180"," ","Lincoln MO","Bedford township","St. Louis, MO-IL"," ","Moscow Mills, MO",514,0.081 
"63362","29113","14050","41180"," ","Lincoln MO","Clark township","St. Louis, MO-IL"," ","Moscow Mills, MO",4355,0.686 
"63362","29113","49322","41180"," ","Lincoln MO","Monroe township","St. Louis, MO-IL"," ","Moscow Mills, MO",1481,0.233 
"63363","29139","03754"," "," ","Montgomery MO","Bear Creek township"," "," ","New Florence, MO",110,0.064 
"63363","29139","18208"," "," ","Montgomery MO","Danville township"," "," ","New Florence, MO",1305,0.759 
"63363","29139","44228"," "," ","Montgomery MO","Loutre township"," "," ","New Florence, MO",180,0.105 
